tweet_id,breed,breed_prob,retweet_count,favorite_count,source,name,rating,hour,weekday,date,month,year,dog_stage
676946864479084545,Pekinese,0.752707,409,1794,Twitter for iPhone,None,12.0,2,Wednesday,16,December,2015,None
676949632774234114,Welsh_springer_spaniel,0.206479,427,1369,Twitter for iPhone,Tyrus,8.0,2,Wednesday,16,December,2015,None
676957860086095872,Labrador_retriever,0.772423,875,2327,Twitter for iPhone,None,10.0,2,Wednesday,16,December,2015,None
676975532580409345,malamute,0.363257,1159,2927,Twitter for iPhone,Cooper,11.0,4,Wednesday,16,December,2015,None
677187300187611136,English_setter,0.282396,994,2888,Twitter for iPhone,None,9.0,18,Wednesday,16,December,2015,None
677269281705472000,Shetland_sheepdog,0.656616,764,2097,Twitter for iPhone,None,10.0,23,Wednesday,16,December,2015,pupper
677301033169788928,Japanese_spaniel,0.6611779999999999,446,1315,Twitter for iPhone,Juckson,5.0,1,Thursday,17,December,2015,None
677314812125323265,Blenheim_spaniel,0.924127,584,1739,Twitter for iPhone,Tassy,10.0,2,Thursday,17,December,2015,None
677328882937298944,kelpie,0.0290541,1627,3839,Twitter for iPhone,Derek,10.0,3,Thursday,17,December,2015,None
677331501395156992,beagle,0.313464,257,1146,Twitter for iPhone,Humphrey,9.0,3,Thursday,17,December,2015,None
677334615166730240,Lakeland_terrier,0.859392,320,1431,Twitter for iPhone,None,9.0,3,Thursday,17,December,2015,None
677530072887205888,Staffordshire_bullterrier,0.6892590000000001,243,1125,Twitter for iPhone,Axel,9.0,16,Thursday,17,December,2015,None
677547928504967168,American_Staffordshire_terrier,0.914978,3938,7330,Twitter for iPhone,None,12.0,17,Thursday,17,December,2015,None
677557565589463040,Shih-Tzu,0.249017,1264,2574,Twitter for iPhone,None,10.0,18,Thursday,17,December,2015,pupper
677565715327688705,basset,0.397295,494,1363,Twitter for iPhone,None,6.0,19,Thursday,17,December,2015,None
677644091929329666,Chihuahua,0.626236,865,1984,Twitter for iPhone,None,11.0,0,Friday,18,December,2015,None
677673981332312066,Maltese_dog,0.817908,1621,3533,Twitter for iPhone,None,9.0,2,Friday,18,December,2015,None
677687604918272002,Pembroke,0.573047,912,2614,Twitter for iPhone,None,11.0,3,Friday,18,December,2015,None
677698403548192770,Shih-Tzu,0.916645,347,1293,Twitter for iPhone,Sadie,9.0,3,Friday,18,December,2015,None
677700003327029250,Siberian_husky,0.120849,1560,3584,Twitter for iPhone,Ralph,10.0,4,Friday,18,December,2015,None
677716515794329600,chow,0.0254378,1057,3226,Twitter for iPhone,None,12.0,5,Friday,18,December,2015,None
677895101218201600,dalmatian,0.550702,2297,5117,Twitter for iPhone,None,9.0,16,Friday,18,December,2015,None
677918531514703872,Eskimo_dog,0.199347,443,1425,Twitter for iPhone,None,10.0,18,Friday,18,December,2015,None
678021115718029313,miniature_pinscher,0.822048,6909,14568,Twitter for iPhone,Reese,12.0,1,Saturday,19,December,2015,None
678255464182861824,Chihuahua,0.613819,0,0,Twitter for iPhone,Jessifer,9.0,16,Saturday,19,December,2015,None
678278586130948096,Maltese_dog,0.897841,6597,12165,Twitter for iPhone,None,10.0,18,Saturday,19,December,2015,pupper
678334497360859136,Norfolk_terrier,0.378643,290,1375,Twitter for iPhone,Rosie,10.0,22,Saturday,19,December,2015,None
678341075375947776,golden_retriever,0.853284,586,1830,Twitter for iPhone,None,12.0,22,Saturday,19,December,2015,pupper
678380236862578688,Samoyed,0.0476014,984,2575,Twitter for iPhone,Crumpet,10.0,1,Sunday,20,December,2015,None
678389028614488064,miniature_pinscher,0.516284,456,1981,Twitter for iPhone,Bella,11.0,1,Sunday,20,December,2015,pupper
678396796259975168,Pembroke,0.95618,456,1685,Twitter for iPhone,None,12.0,2,Sunday,20,December,2015,None
678399652199309312,Bedlington_terrier,0.0150472,30057,61490,Twitter for iPhone,None,12.0,2,Sunday,20,December,2015,None
678410210315247616,schipperke,0.145877,1984,4498,Twitter for iPhone,Jerome,10.0,3,Sunday,20,December,2015,None
678424312106393600,Maltese_dog,0.759945,2773,5745,Twitter for iPhone,Crystal,2.0,3,Sunday,20,December,2015,None
678446151570427904,Staffordshire_bullterrier,0.284492,1716,4241,Twitter for iPhone,None,10.0,5,Sunday,20,December,2015,None
678643457146150913,Labrador_retriever,0.33875700000000003,466,2174,Twitter for iPhone,Grizz,10.0,18,Sunday,20,December,2015,None
678740035362037760,beagle,0.0225251,1858,3983,Twitter for iPhone,Tango,6.0,0,Monday,21,December,2015,None
678755239630127104,malamute,0.606654,3606,7586,Twitter for iPhone,Dash,10.0,1,Monday,21,December,2015,None
678764513869611008,Irish_terrier,0.696646,522,1734,Twitter for iPhone,Wilson,10.0,2,Monday,21,December,2015,None
678774928607469569,Pembroke,0.194681,1005,2956,Twitter for iPhone,Tug,11.0,3,Monday,21,December,2015,None
678798276842360832,Airedale,0.583122,1294,3702,Twitter for iPhone,Linda,7.0,4,Monday,21,December,2015,None
678800283649069056,Labrador_retriever,0.213673,982,2732,Twitter for iPhone,None,12.0,4,Monday,21,December,2015,pupper
678969228704284672,Labrador_retriever,0.680251,503,1743,Twitter for iPhone,Lola,11.0,16,Monday,21,December,2015,None
678991772295516161,Eskimo_dog,0.330216,1279,2473,Twitter for iPhone,None,12.0,17,Monday,21,December,2015,None
679047485189439488,golden_retriever,0.00293035,745,2392,Twitter for iPhone,None,9.0,21,Monday,21,December,2015,None
679062614270468097,schipperke,0.0455186,8955,18163,Twitter for iPhone,Chompsky,11.0,22,Monday,21,December,2015,None
679111216690831360,kelpie,0.189423,2789,6335,Twitter for iPhone,None,12.0,1,Tuesday,22,December,2015,None
679132435750195208,Scottish_deerhound,0.19461,1263,3153,Twitter for iPhone,Louis,10.0,2,Tuesday,22,December,2015,None
679148763231985668,Italian_greyhound,0.302685,1120,2947,Twitter for iPhone,None,8.0,3,Tuesday,22,December,2015,None
679158373988876288,pug,0.27220500000000003,8841,22872,Twitter for iPhone,Rubio,11.0,4,Tuesday,22,December,2015,None
679462823135686656,toy_poodle,0.62178,20549,33787,Twitter for iPhone,Hurley,11.0,0,Wednesday,23,December,2015,None
679475951516934144,Maltese_dog,0.145742,699,2234,Twitter for iPhone,Evy,9.0,1,Wednesday,23,December,2015,None
679511351870550016,Chihuahua,0.761972,1397,3590,Twitter for iPhone,William,7.0,3,Wednesday,23,December,2015,None
679530280114372609,dalmatian,0.750256,2260,5061,Twitter for iPhone,None,7.0,5,Wednesday,23,December,2015,None
679722016581222400,boxer,0.459604,513,1762,Twitter for iPhone,Mike,8.0,17,Wednesday,23,December,2015,None
679729593985699840,West_Highland_white_terrier,0.0935148,900,2304,Twitter for iPhone,Hunter,8.0,18,Wednesday,23,December,2015,None
679736210798047232,French_bulldog,0.319139,874,2225,Twitter for iPhone,None,9.0,18,Wednesday,23,December,2015,None
679777920601223168,bloodhound,0.5288189999999999,1221,3285,Twitter for iPhone,Rinna,10.0,21,Wednesday,23,December,2015,pupper
679828447187857408,Chihuahua,0.346545,15304,38577,Twitter for iPhone,None,13.0,0,Thursday,24,December,2015,pupper
679844490799091713,Airedale,0.903832,850,2522,Twitter for iPhone,Willie,10.0,2,Thursday,24,December,2015,None
679854723806179328,chow,0.00230739,1350,3051,Twitter for iPhone,Bruce,7.0,2,Thursday,24,December,2015,None
679862121895714818,EntleBucher,0.5232060000000001,682,2623,Twitter for iPhone,None,11.0,3,Thursday,24,December,2015,None
680055455951884288,Samoyed,0.995466,7789,17772,TweetDeck,Sammy,10.0,16,Thursday,24,December,2015,None
680070545539371008,Shih-Tzu,0.121811,960,2734,TweetDeck,Emmie,9.0,17,Thursday,24,December,2015,None
680100725817409536,golden_retriever,0.6989609999999999,1494,3796,TweetDeck,None,11.0,19,Thursday,24,December,2015,pupper
680115823365742593,pug,0.999365,995,2888,Twitter for iPhone,Ozzy,9.0,20,Thursday,24,December,2015,None
680130881361686529,Maltese_dog,0.199121,1037,2441,Twitter for iPhone,Reggie,10.0,21,Thursday,24,December,2015,None
680145970311643136,miniature_poodle,0.457117,1898,3853,Twitter for iPhone,Kawhi,10.0,22,Thursday,24,December,2015,pupper
680161097740095489,bluetick,0.268681,799,2463,Twitter for iPhone,Goliath,12.0,23,Thursday,24,December,2015,None
680191257256136705,Brittany_spaniel,0.7332529999999999,557,2284,Twitter for iPhone,None,11.0,1,Friday,25,December,2015,pupper
680473011644985345,Lakeland_terrier,0.796694,813,2701,Twitter for iPhone,Hector,10.0,19,Friday,25,December,2015,pupper
680494726643068929,kuvasz,0.438627,526,1826,Twitter for iPhone,None,26.0,21,Friday,25,December,2015,None
680497766108381184,Chihuahua,0.538354,2085,4509,Twitter for iPhone,Percy,12.0,21,Friday,25,December,2015,None
680609293079592961,French_bulldog,0.700764,781,2808,Twitter for iPhone,Brody,9.0,4,Saturday,26,December,2015,None
680801747103793152,pug,0.99672,899,2523,Twitter for iPhone,None,10.0,17,Saturday,26,December,2015,None
680836378243002368,Pembroke,0.427781,1457,3668,Twitter for iPhone,Ellie,12.0,19,Saturday,26,December,2015,pupper
680889648562991104,Shetland_sheepdog,0.876337,399,1877,Twitter for iPhone,Cheesy,9.0,23,Saturday,26,December,2015,None
680913438424612864,Pomeranian,0.615678,677,2547,Twitter for iPhone,Griswold,11.0,0,Sunday,27,December,2015,None
680934982542561280,Labrador_retriever,0.7843979999999999,481,2210,Twitter for iPhone,Sadie,10.0,2,Sunday,27,December,2015,None
680940246314430465,soft-coated_wheaten_terrier,0.289598,1155,3434,Twitter for iPhone,Alice,4.0,2,Sunday,27,December,2015,None
680959110691590145,pug,0.0443565,2166,4839,Twitter for iPhone,Ozzie,9.0,3,Sunday,27,December,2015,None
680970795137544192,pug,0.713102,723,2587,Twitter for iPhone,None,9.0,4,Sunday,27,December,2015,None
681193455364796417,Pomeranian,0.992619,1627,3954,Twitter for iPhone,Aspen,11.0,19,Sunday,27,December,2015,None
681231109724700672,Irish_setter,0.406047,528,2546,Twitter for iPhone,None,11.0,21,Sunday,27,December,2015,pupper
681261549936340994,Tibetan_terrier,0.382101,300,1552,Twitter for iPhone,Panda,9.0,23,Sunday,27,December,2015,None
681281657291280384,Saint_Bernard,0.99883,1205,3425,Twitter for iPhone,Sarge,11.0,1,Monday,28,December,2015,None
681297372102656000,Lhasa,0.482401,1048,3397,Twitter for iPhone,actually,12.0,2,Monday,28,December,2015,None
681320187870711809,Samoyed,0.362596,832,2830,Twitter for iPhone,Glacier,11.0,3,Monday,28,December,2015,None
681339448655802368,Labrador_retriever,0.0946149,4434,9903,Twitter for iPhone,Asher,9.0,5,Monday,28,December,2015,None
681523177663676416,Norfolk_terrier,0.205067,6371,15268,Twitter for iPhone,Carly,12.0,17,Monday,28,December,2015,None
681579835668455424,Rottweiler,0.760671,1434,3788,Twitter for iPhone,Apollo,8.0,20,Monday,28,December,2015,None
681610798867845120,toy_poodle,0.8217040000000001,517,2038,Twitter for iPhone,None,12.0,23,Monday,28,December,2015,None
681654059175129088,Pomeranian,0.800538,1015,2813,Twitter for iPhone,Toffee,12.0,1,Tuesday,29,December,2015,pupper
681694085539872773,toy_poodle,0.920992,4426,13620,Twitter for iPhone,Bo,11.0,4,Tuesday,29,December,2015,pupper
681891461017812993,Chihuahua,0.20357,905,2631,Twitter for iPhone,Charlie,10.0,17,Tuesday,29,December,2015,pupper
681981167097122816,Labrador_retriever,0.4525770000000001,1127,2957,Twitter for iPhone,Jimothy,12.0,23,Tuesday,29,December,2015,None
682032003584274432,schipperke,0.997953,2207,7021,Twitter for iPhone,Ulysses,11.0,2,Wednesday,30,December,2015,None
682259524040966145,Siberian_husky,0.43967,1337,4447,Twitter for iPhone,Jax,9.0,17,Wednesday,30,December,2015,None
682303737705140231,Lakeland_terrier,0.00173092,1090,3285,Twitter for iPhone,Todo,9.0,20,Wednesday,30,December,2015,None
682389078323662849,curly-coated_retriever,0.482288,509,1782,Twitter for iPhone,Brody,9.0,2,Thursday,31,December,2015,None
682393905736888321,vizsla,0.657275,747,2381,Twitter for iPhone,Kreg,11.0,2,Thursday,31,December,2015,None
682429480204398592,whippet,0.594701,1270,3655,Twitter for iPhone,None,8.0,5,Thursday,31,December,2015,None
682638830361513985,English_springer,0.440781,656,2193,Twitter for iPhone,None,12.0,19,Thursday,31,December,2015,None
682662431982772225,beagle,0.413824,1173,3250,Twitter for iPhone,Joey,11.0,20,Thursday,31,December,2015,None
682750546109968385,English_setter,0.947198,479,1624,Twitter for iPhone,Taco,9.0,2,Friday,1,January,2016,None
682962037429899265,Chihuahua,0.15520699999999998,18295,39533,Twitter for iPhone,Darrel,6.363636363636363,16,Friday,1,January,2016,None
683030066213818368,boxer,0.722218,803,2300,Twitter for iPhone,Lulu,10.0,21,Friday,1,January,2016,None
683078886620553216,Eskimo_dog,0.0940442,615,2115,Twitter for iPhone,None,9.0,0,Saturday,2,January,2016,pupper
683098815881154561,golden_retriever,0.889848,717,2312,Twitter for iPhone,None,12.0,1,Saturday,2,January,2016,None
683111407806746624,cocker_spaniel,0.901392,995,3625,Twitter for iPhone,Larry,10.0,2,Saturday,2,January,2016,pupper
683142553609318400,Leonberg,0.605851,1143,3067,Twitter for iPhone,Brandy,9.0,4,Saturday,2,January,2016,pupper
683357973142474752,Pembroke,0.406509,1030,3143,Twitter for iPhone,None,10.0,18,Saturday,2,January,2016,None
683391852557561860,French_bulldog,0.992833,2610,8122,Twitter for iPhone,Jack,11.0,20,Saturday,2,January,2016,None
683449695444799489,Lakeland_terrier,0.303512,1757,4156,Twitter for iPhone,None,10.0,0,Sunday,3,January,2016,None
683462770029932544,Italian_greyhound,0.39956,730,2598,Twitter for iPhone,None,8.0,1,Sunday,3,January,2016,pupper
683481228088049664,keeshond,0.508951,1087,2808,Twitter for iPhone,Banjo,11.0,2,Sunday,3,January,2016,pupper
683498322573824003,Airedale,0.945362,1050,3371,Twitter for iPhone,Griffin,11.0,4,Sunday,3,January,2016,None
683742671509258241,Pembroke,0.895279,3643,6948,Twitter for iPhone,Sebastian,11.0,20,Sunday,3,January,2016,None
683773439333797890,miniature_pinscher,0.0728852,1483,3571,Twitter for iPhone,Buddy,9.0,22,Sunday,3,January,2016,None
683828599284170753,malamute,0.577376,1155,2983,Twitter for iPhone,None,12.0,1,Monday,4,January,2016,pupper
683834909291606017,Maltese_dog,0.738449,1209,2795,Twitter for iPhone,None,9.0,2,Monday,4,January,2016,pupper
683849932751646720,Mexican_hairless,0.164906,1069,2797,Twitter for iPhone,Jiminy,5.0,3,Monday,4,January,2016,None
683852578183077888,toy_poodle,0.5513520000000001,384,2053,Twitter for iPhone,Tiger,10.0,3,Monday,4,January,2016,None
683857920510050305,bluetick,0.174738,1222,4051,Twitter for iPhone,Sadie,10.0,3,Monday,4,January,2016,None
684097758874210310,Labrador_retriever,0.6278560000000001,1572,4382,Twitter for iPhone,Lupe,10.0,19,Monday,4,January,2016,None
684177701129875456,chow,0.334783,736,2152,Twitter for iPhone,Kulet,10.0,1,Tuesday,5,January,2016,None
684188786104872960,kelpie,0.537782,1285,3712,Twitter for iPhone,None,10.0,1,Tuesday,5,January,2016,None
684195085588783105,Chihuahua,0.379365,567,2044,Twitter for iPhone,Tino,9.0,2,Tuesday,5,January,2016,None
684222868335505415,soft-coated_wheaten_terrier,0.7911819999999999,1516,4106,Twitter for iPhone,None,11.0,4,Tuesday,5,January,2016,None
684225744407494656,golden_retriever,0.203249,230,1322,Twitter for iPhone,None,11.0,4,Tuesday,5,January,2016,None
684241637099323392,Pembroke,0.508498,3604,8710,Twitter for iPhone,Obi,12.0,5,Tuesday,5,January,2016,None
684460069371654144,Labrador_retriever,0.673691,608,2109,Twitter for iPhone,Jeph,10.0,19,Tuesday,5,January,2016,None
684481074559381504,Chihuahua,0.93781,1278,4126,Twitter for iPhone,Pippa,10.0,21,Tuesday,5,January,2016,None
684538444857667585,Chihuahua,0.702583,1053,2826,Twitter for iPhone,None,12.0,0,Wednesday,6,January,2016,None
684594889858887680,Weimaraner,0.948688,3868,9537,Twitter for iPhone,None,10.0,4,Wednesday,6,January,2016,None
684800227459624960,miniature_schnauzer,0.294457,1087,2894,Twitter for iPhone,Theodore,11.0,18,Wednesday,6,January,2016,None
684902183876321280,Pembroke,0.708034,582,2000,Twitter for iPhone,Perry,11.0,0,Thursday,7,January,2016,None
684914660081053696,chow,0.261288,1599,3737,Twitter for iPhone,None,12.0,1,Thursday,7,January,2016,None
684926975086034944,Labrador_retriever,0.769412,517,3743,Twitter for iPhone,Bruiser,11.0,2,Thursday,7,January,2016,None
684940049151070208,Border_collie,0.665578,1147,3437,Twitter for iPhone,Oreo,12.0,3,Thursday,7,January,2016,None
685169283572338688,Bernese_mountain_dog,0.975096,1561,4374,Twitter for iPhone,Gerbald,11.0,18,Thursday,7,January,2016,pupper
685198997565345792,Old_English_sheepdog,0.00967138,732,2483,Twitter for iPhone,Alfie,11.0,20,Thursday,7,January,2016,None
685268753634967552,pug,0.999044,1327,3316,Twitter for iPhone,Hubertson,10.0,1,Friday,8,January,2016,pupper
685307451701334016,Pomeranian,0.963176,481,2206,Twitter for iPhone,Petrick,11.0,3,Friday,8,January,2016,floofer
685315239903100929,chow,0.470162,1181,3567,Twitter for iPhone,None,11.0,4,Friday,8,January,2016,None
685321586178670592,Boston_bull,0.972483,708,2824,Twitter for iPhone,Rocky,10.0,4,Friday,8,January,2016,None
685325112850124800,golden_retriever,0.586937,4374,10137,Twitter for iPhone,None,10.0,5,Friday,8,January,2016,None
685532292383666176,collie,0.0958052,1263,3249,Twitter for iPhone,None,9.0,18,Friday,8,January,2016,None
685641971164143616,Lakeland_terrier,0.253839,848,3128,Twitter for iPhone,Otis,7.0,1,Saturday,9,January,2016,pupper
685663452032069632,Chesapeake_Bay_retriever,0.171174,1602,3463,Twitter for iPhone,Brooks,12.0,3,Saturday,9,January,2016,None
685906723014619143,Yorkshire_terrier,0.414963,3179,8035,Twitter for iPhone,Olive,9.0,19,Saturday,9,January,2016,None
685943807276412928,papillon,0.200812,669,1744,Twitter for iPhone,None,8.0,21,Saturday,9,January,2016,pupper
685973236358713344,Siberian_husky,0.450678,585,2255,Twitter for iPhone,Lorelei,11.0,23,Saturday,9,January,2016,None
686007916130873345,Rhodesian_ridgeback,0.885301,457,2633,Twitter for iPhone,None,11.0,2,Sunday,10,January,2016,pupper
686034024800862208,Great_Dane,0.23692,1278,3326,Twitter for iPhone,None,12.0,3,Sunday,10,January,2016,None
686050296934563840,Pomeranian,0.985789,806,2353,Twitter for iPhone,Flávio,11.0,5,Sunday,10,January,2016,None
686358356425093120,pug,0.985237,750,2342,Twitter for iPhone,None,10.0,1,Monday,11,January,2016,None
686377065986265092,German_shepherd,0.830816,616,2364,Twitter for iPhone,Birf,10.0,2,Monday,11,January,2016,pupper
686386521809772549,Yorkshire_terrier,0.477704,967,3471,Twitter for iPhone,Crimson,11.0,3,Monday,11,January,2016,None
686606069955735556,Labrador_retriever,0.320012,591,2010,Twitter for iPhone,Horace,10.0,17,Monday,11,January,2016,None
686618349602762752,Rottweiler,0.441331,1486,3925,Twitter for iPhone,Olivia,11.0,18,Monday,11,January,2016,pupper
686683045143953408,Norwich_terrier,0.100499,880,2995,Twitter for iPhone,Mona,11.0,22,Monday,11,January,2016,pupper
686730991906516992,Tibetan_mastiff,0.338812,1309,4432,Twitter for iPhone,None,12.0,2,Tuesday,12,January,2016,None
687096057537363968,Labrador_retriever,0.417107,665,2393,Twitter for iPhone,None,11.0,2,Wednesday,13,January,2016,pupper
687109925361856513,borzoi,0.883086,2701,6195,Twitter for iPhone,Baxter,11.0,3,Wednesday,13,January,2016,None
687124485711986689,beagle,0.000216206,556,2313,Twitter for iPhone,Samson,11.0,4,Wednesday,13,January,2016,None
687127927494963200,pug,0.178205,2504,5826,Twitter for iPhone,Gordon,9.0,4,Wednesday,13,January,2016,None
687312378585812992,Great_Dane,0.139909,2081,4649,Twitter for iPhone,None,7.0,16,Wednesday,13,January,2016,pupper
687317306314240000,Shih-Tzu,0.747208,10014,21469,Twitter for iPhone,Tyrone,11.0,16,Wednesday,13,January,2016,None
687460506001633280,Boston_bull,0.223366,590,2178,Twitter for iPhone,Kramer,10.0,2,Thursday,14,January,2016,None
687480748861947905,English_springer,0.472273,272,1706,Twitter for iPhone,None,12.0,3,Thursday,14,January,2016,None
687494652870668288,Rottweiler,0.391471,626,2045,Twitter for iPhone,Marq,7.0,4,Thursday,14,January,2016,None
687664829264453632,pug,0.957365,562,2071,Twitter for iPhone,Opal,11.0,15,Thursday,14,January,2016,None
687704180304273409,miniature_pinscher,0.956063,921,2602,Twitter for iPhone,Blakely,9.0,18,Thursday,14,January,2016,pupper
687807801670897665,Staffordshire_bullterrier,0.151113,764,2549,Twitter for iPhone,Trooper,11.0,1,Friday,15,January,2016,None
687818504314159109,Lakeland_terrier,0.873029,1040,2665,Twitter for iPhone,None,12.0,2,Friday,15,January,2016,pupper
687826841265172480,Pomeranian,0.99721,1242,2912,Twitter for iPhone,Louis,12.0,2,Friday,15,January,2016,None
688064179421470721,Eskimo_dog,0.240602,392,1830,Twitter for iPhone,Kilo,11.0,18,Friday,15,January,2016,None
688116655151435777,pug,0.973819,857,3006,Twitter for iPhone,None,10.0,21,Friday,15,January,2016,None
688385280030670848,golden_retriever,0.900437,4859,9929,Twitter for iPhone,Louis,12.0,15,Saturday,16,January,2016,None
688519176466644993,Pembroke,0.696372,797,2459,Twitter for iPhone,None,12.0,0,Sunday,17,January,2016,pupper
688547210804498433,papillon,0.531279,766,2782,Twitter for iPhone,Frönq,9.0,2,Sunday,17,January,2016,None
688789766343622656,American_Staffordshire_terrier,0.5996600000000001,727,2364,Twitter for iPhone,Pubert,8.0,18,Sunday,17,January,2016,None
688804835492233216,malinois,0.199512,214,1022,Twitter for iPhone,None,12.0,19,Sunday,17,January,2016,None
688828561667567616,Cardigan,0.6142310000000001,403,1468,Twitter for iPhone,Brad,9.0,21,Sunday,17,January,2016,None
688898160958271489,Ibizan_hound,0.8531700000000001,858,2242,Twitter for iPhone,None,10.0,1,Monday,18,January,2016,None
688916208532455424,Pembroke,0.430544,951,2911,Twitter for iPhone,None,11.0,2,Monday,18,January,2016,pupper
689143371370250240,English_springer,0.303781,562,2163,Twitter for iPhone,Trip,10.0,17,Monday,18,January,2016,pupper
689154315265683456,cocker_spaniel,0.816044,1099,3262,Twitter for iPhone,None,9.0,18,Monday,18,January,2016,None
689275259254616065,American_Staffordshire_terrier,0.215161,268,1235,Twitter for iPhone,Lucky,10.0,2,Tuesday,19,January,2016,None
689280876073582592,Chihuahua,0.6375460000000001,785,2131,Twitter for iPhone,Herald,10.0,2,Tuesday,19,January,2016,None
689283819090870273,Scotch_terrier,0.267979,1207,3511,Twitter for iPhone,Chipson,9.0,3,Tuesday,19,January,2016,None
689517482558820352,Pembroke,0.799319,1564,3620,Twitter for iPhone,Carl,12.0,18,Tuesday,19,January,2016,None
689557536375177216,Eskimo_dog,0.169482,505,2193,Twitter for iPhone,None,12.0,21,Tuesday,19,January,2016,None
689599056876867584,cocker_spaniel,0.07310139999999997,6031,12417,Twitter for iPhone,None,11.0,0,Wednesday,20,January,2016,None
689623661272240129,toy_poodle,0.279604,710,2388,Twitter for iPhone,Lucy,10.0,1,Wednesday,20,January,2016,pupper
689661964914655233,Italian_greyhound,0.322818,1011,3411,Twitter for iPhone,Luca,12.0,4,Wednesday,20,January,2016,None
689835978131935233,collie,0.600186,822,2311,Twitter for iPhone,Fynn,11.0,15,Wednesday,20,January,2016,None
689877686181715968,Old_English_sheepdog,0.26915500000000003,1297,3218,Twitter for iPhone,Durg,9.0,18,Wednesday,20,January,2016,None
689905486972461056,Pomeranian,0.943331,758,2587,Twitter for iPhone,Gizmo,11.0,20,Wednesday,20,January,2016,pupper
689977555533848577,Labrador_retriever,0.179625,487,1455,Twitter for iPhone,None,12.0,1,Thursday,21,January,2016,None
689999384604450816,standard_poodle,0.444499,411,1524,Twitter for iPhone,Covach,10.0,2,Thursday,21,January,2016,None
690005060500217858,Samoyed,0.270287,1846,3905,Twitter for iPhone,None,10.0,2,Thursday,21,January,2016,None
690015576308211712,malamute,0.949609,807,2677,Twitter for iPhone,None,12.0,3,Thursday,21,January,2016,pupper
690021994562220032,malamute,0.0406958,1129,2983,Twitter for iPhone,Geoff,10.0,4,Thursday,21,January,2016,None
690360449368465409,pug,0.686933,972,2835,Twitter for iPhone,None,9.0,2,Friday,22,January,2016,None
690374419777196032,kuvasz,0.286345,942,3473,Twitter for iPhone,Phred,11.0,3,Friday,22,January,2016,None
690400367696297985,Pembroke,0.426459,494,1992,Twitter for iPhone,Eriq,10.0,5,Friday,22,January,2016,None
690597161306841088,Lhasa,0.0974997,656,2097,Twitter for iPhone,Lolo,11.0,18,Friday,22,January,2016,None
690649993829576704,Mexican_hairless,0.0981708,306,1396,Twitter for iPhone,Hazel,11.0,21,Friday,22,January,2016,None
690690673629138944,Maltese_dog,0.08962460000000001,863,2485,Twitter for iPhone,Cedrick,10.0,0,Saturday,23,January,2016,None
690728923253055490,kuvasz,0.422806,569,2313,Twitter for iPhone,Vinscent,8.0,2,Saturday,23,January,2016,None
690735892932222976,golden_retriever,0.883229,1396,4030,Twitter for iPhone,Peaches,13.0,3,Saturday,23,January,2016,None
690959652130045952,golden_retriever,0.862964,1373,3815,Twitter for iPhone,None,11.0,18,Saturday,23,January,2016,None
691096613310316544,borzoi,0.441269,976,3161,Twitter for iPhone,None,11.0,3,Sunday,24,January,2016,None
691321916024623104,Rottweiler,0.508981,718,2752,Twitter for iPhone,Molly,11.0,18,Sunday,24,January,2016,None
691416866452082688,Lakeland_terrier,0.530104,8340,20649,Twitter for iPhone,None,13.0,0,Monday,25,January,2016,None
691444869282295808,Bernese_mountain_dog,0.767563,927,2827,Twitter for iPhone,Bailey,12.0,2,Monday,25,January,2016,None
691459709405118465,Shetland_sheepdog,0.5512060000000001,1251,4331,Twitter for iPhone,Leo,12.0,3,Monday,25,January,2016,None
691483041324204033,bloodhound,0.886232,619,2527,Twitter for iPhone,None,5.0,4,Monday,25,January,2016,None
691675652215414786,Chihuahua,0.182898,552,2072,Twitter for iPhone,Richie,10.0,17,Monday,25,January,2016,None
691756958957883396,Saint_Bernard,0.342571,1117,3079,Twitter for iPhone,None,10.0,22,Monday,25,January,2016,None
692017291282812928,Tibetan_terrier,0.247565,1045,3055,Twitter for iPhone,Kingsley,9.0,16,Tuesday,26,January,2016,None
692142790915014657,toy_poodle,0.670068,427,1752,Twitter for iPhone,None,13.0,0,Wednesday,27,January,2016,None
692158366030913536,pug,0.956565,868,2296,Twitter for iPhone,Edgar,10.0,1,Wednesday,27,January,2016,None
692187005137076224,Siberian_husky,0.810592,892,2693,Twitter for iPhone,None,12.0,3,Wednesday,27,January,2016,None
692530551048294401,Siberian_husky,0.486428,457,1970,Twitter for iPhone,Cody,10.0,2,Thursday,28,January,2016,None
692535307825213440,pug,0.41309,1480,3403,Twitter for iPhone,Amber,10.0,2,Thursday,28,January,2016,None
692568918515392513,golden_retriever,0.636845,1674,4638,Twitter for iPhone,Chester,12.0,4,Thursday,28,January,2016,None
692752401762250755,Samoyed,0.471276,3959,7291,Twitter for iPhone,None,13.0,16,Thursday,28,January,2016,pupper
692828166163931137,Samoyed,0.985857,960,3070,Twitter for iPhone,None,12.0,21,Thursday,28,January,2016,pupper
692894228850999298,German_short-haired_pointer,0.876977,878,2424,Twitter for iPhone,Tupawc,10.0,2,Friday,29,January,2016,None
692901601640583168,soft-coated_wheaten_terrier,0.403496,661,1906,Twitter for iPhone,None,10.0,2,Friday,29,January,2016,None
692905862751522816,Mexican_hairless,0.162638,956,2599,Twitter for iPhone,Wally,10.0,3,Friday,29,January,2016,pupper
692919143163629568,Saint_Bernard,0.612635,809,2848,Twitter for iPhone,None,9.0,3,Friday,29,January,2016,None
